GPCR,smiles,STANDARD_VALUE
P32246,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCNS(=O)(=O)C3=CC=C(C=C3)F,-2.748
P32246,CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)C3=CC(=C(C=C3)F)O,-0.9
P32246,CC(C)CC(CC(C(CC1=CC=C(C=C1)OC)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)NC,-3.462
P32246,CC1=CN=C2C(=C1)C=CC3=CC(=CN=C32)C,-3.695
P32246,CC1CN(CCN1C(=O)COC2=CC=CC=C2NC3=C(C(=O)C3=O)NC)CC4=CC=C(C=C4)F,-2.964
P32246,CC[N+]1(CCC(CC1)NC(=O)C2C3=C(C=CC(=C3)Cl)OC4=C2C=C(C=C4)Cl)CC5=CCCCCCC5.[I-],0.046
P32246,C1CN(CCC1NC(=O)CSC2=NC3=C(S2)C=C(C=C3)N)CC4=CC(=C(C=C4)Cl)Cl,-3.279
P32246,CC(=O)NC1=C(C=C(C=C1)F)OCC(CN2CCC3(CC2)CC4=C(O3)C=CC(=C4)Cl)O,0.194
P32246,CC(C)CC(CC(C(CC1=CC=C(C=C1)F)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)NC,-3.415
P32246,CCCC[N+]1(CCC(CC1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24)CC5CCCCCCC5,-0.699
P32246,CC(C)(C)NC(=O)NCC(CCCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,-1.851
P32246,C=CC[N+]1(CCC(CC1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24)CC5CCCCCCC5,-0.987
P32246,CC(C)C(C(=O)N1CCC(CC1)C2=CC=C(C=C2)Cl)NC(=O)C3=NC4=CC=CC=C4S3,-1.255
P32246,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(C#N)C3=CC(=CC=C3)O,-3.661
P32246,C1CC(CCN(C1)C2CCN(CC2)S(=O)(=O)C3=CC=CC=C3Cl)(C4=CC=C(C=C4)Cl)O,-2.423
P32246,C1CN(CCC1(C2=CN=CC=C2)O)CCCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4,-2.314
P32246,CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)NCC(C)O,-0.653
P32246,CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)N3CCCC3,-0.954
P32246,COC1=CC=C(C=C1)C(CCCN2CCC(CC2)(C3=CC=C(C=C3)Cl)O)C#N,-2.555
P32246,C1CN(CCC1(C2=CC=CS2)O)CCCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4,-3.009
P32246,C[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)CCCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4.[I-],-0.903
P32246,CC1=NN(C(=N1)C2CCCN2C(=O)NC3=CC=C(C=C3)C(F)(F)F)CC4=CC=C(C=C4)Cl,-2.908
P32246,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(CCCCl)(C#N)C3=CC=CC=C3,-3.621
P32246,C[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)CCCC(C3=CC=CC=C3)C4=CC=CC=C4,-2.956
P32246,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCNS(=O)(=O)C3=CC=CC=C3Cl,-1.875
P32246,CC1(CN(CCC1(C2=CC=C(C=C2)Cl)O)C(=O)C3CCCCC3NC(=O)CCN4CCCCC4)C,-2.969
P32246,C[N+]1(CCC(CC1)NC(=O)C2C3=C(C=CC(=C3)Br)OC4=C2C=C(C=C4)Br)CC5CCCCCCC5.[I-],-0.591
P32246,CC1=C(C=CC(=C1)CN(C)C(=O)C2CCCN2C(=O)NC3=CC=C(C=C3)Cl)Cl,-3.602
P32246,CCC(C)NC(=O)NC(C(C)C)C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O,-0.301
P32246,CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)OC)NC(=O)C3=CC=C(C=C3)Cl,-4.398
P32246,C1=CC(=C(C=C1F)NS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)CN3C=CN=N3,-3
