GPCR,smiles,STANDARD_VALUE
P08482,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,-3.5
P08482,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,-4.381
P08482,C1CC2CC(CC1N2CC=CC3=CC=CC=C3)OC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,-2.603
P08482,CN1C2CCC1C(C(C2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C=C,-2.212
P08482,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,-0.279
P08482,C1CCC(CC1)(C2=CC3=CC=CC=C3S2)N4CCCCC4,-3.9
P08482,CCCCN1C2CCC1C(C(C2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C(=O)OCC,-3.505
P08482,CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,-4.25
P08482,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CC4CC(C3)N(C4)C,1.055
P08482,CCCCCCCCCCCCCCCCCCNC(=O)OCC(COP(=O)([O-])OCC[N+]1=CSC=C1)OC,-4.2
P08482,C1=CC(=CC=C1OC2=C(C=C(C=N2)Cl)Cl)OC3=C(C=C(C=N3)Cl)Cl,-2.45
P08482,CC(C[N+](C)(C)C)OC(=O)N,-5.3
P08482,CC1OCC2(O1)CC[N+](CC2)(C)C,-3.416
P08482,CC1=CC=C(C=C1)C(=O)OC(C(C(=O)O)OC(=O)C2=CC=C(C=C2)C)C(=O)O.CN1CCCC1C2=CN=CC=C2,-4.3
P08482,CN1C2CCC1C(C(C2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CCC(=O)OC,-3.493
P08482,CCN(CC)CCNC1=NN=C(C=C1C)C2=CC=CC=C2,-2.38
P08482,CN1CCC=C(C1)C(=O)OC,-3.24
P08482,CC(=O)OC1CC2CC(C1)N(C2)C,-3.858
P08482,CN1CCC(CC1)OC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,-2
P08482,CCCCCCOC1=NC=CN=C1C2CN3CCC2CC3,-0.491
P08482,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,-4.788
P08482,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,-3.4
P08482,CCCCCCOC1=CSC=C1C2=CCCN(C2)C,-2.822
P08482,C1CCC(CC1)[Si](CCCN2CCCCC2)(C3=CC=CC=C3)O,-1.468
P08482,CCC1(CC(=O)NC1=O)C,-4.5
P08482,CC(CC1=CC=C(C=C1)OCC(=O)[O-])NCC(C2=CC(=CC=C2)Cl)O.[Na+],-3.995
P08482,CCC(CN1C2CCC1CC(C2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C5=CC=CC=C5,-3.373
P08482,CCOC(=O)C1=CCC[S+](C1)C.[Cl-],-2.602
P08482,COC(=O)N1CCN(C(C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,-4.25
P08482,CCCSC1=NSN=C1OC23CCCN(C2)CC3,-0.778
P08482,C1CN(CCN1CCCN2C(=O)C3=CC=CC=C3C2=O)CC(=O)N4C5=CC=CC=C5C(=O)NC6=C4N=CC=C6,-3.258
P08482,CC(C)CCCOC1=NSN=C1C2=CCCN(C2)C.C(=CC(=O)O)C(=O)O,-0.947
P08482,CC1=NC=CN1CC2CCC3=C(C2=O)C4=C5N3CCCC5=CC=C4,-2.959
P08482,CN1CCC=C(C1)C2CN(CCO2)C(=S)NC3=CC=CC=C3,-5.004
