GPCR,smiles,STANDARD_VALUE
Q99705,CC1=CC=C(C=C1)CN2CCC(CC2)NC(=O)N(CC3=CC=C(C=C3)C4=CC=CC(=C4)C#N)CC(=O)C(C)(C)O,-3.805
Q99705,COCCN1CCC(CC1)(CNC(=O)NC2=CC(=CC(=C2)Cl)Cl)C3=CC=C(C=C3)C4=CC=CC(=C4)C#N,0.387
Q99705,CC(=O)N1C2CCC1C3=C(C2)NC4=C3C=CC(=C4)N5C=CC(=CC5=O)OCC6=CC=CC=C6,-1.987
Q99705,CN(C)CCN(C1=CC=C(C=C1)C2=CC=CC(=C2)C#N)C(=O)NC3=CC(=CC(=C3)Cl)Cl,-1.279
Q99705,CN1CCN(CC1)CCCN(C2CCC3=C(C2)C=C(C=C3)NS(=O)(=O)C)C(=O)NC4=CC(=C(C=C4)F)Cl,-1.982
Q99705,COC1=C(C=CC(=C1)N2C=NC3=C(C2=O)SC(=N3)C4=CC=C(C=C4)Cl)OCCN5CCCC5,-0.503
Q99705,C1CC1CN2CCC3(CC2)C4=C(CCN3CC(=O)NC5=CC(=CC=C5)Cl)C=C(C=C4)C6=CC=CC(=C6)C#N,-1.653
Q99705,COC1=CC(=CC(=C1)C(=O)NC2CCN(CC2)CC3=CC=CC=C3)OC,-2.48
Q99705,CC1CN(CCN1CC2=CC=C(C=C2)C(=O)NC(C)C3=CC=C(C=C3)Br)CC4=CC5=C(C=C4)OCO5,-3.659
Q99705,C1=CC=C2C(=C1)C=CC=C2CN3C(=O)C(=C(C=N3)Cl)C(C#N)C4=C(C=CC=C4Cl)F,-2.849
Q99705,C1CN(CCC1NC2=NN(C3=C2C=C(C=C3)Cl)CC4=CN=CC=C4)CC5=CC6=C(C=C5)OCO6,-2.19
Q99705,CC1=CC=CC=C1CC2(CCCN(C2)C(=O)C3=CC=CC=C3Cl)CO,-4.523
Q99705,C1=CC(=CC=C1C2=CC3=C(S2)C(=O)N(C=N3)C4=CC5=C(C=C4)N=C(N5)N)Cl,-1.503
Q99705,C1CCN(C1)CC(=O)N(CC2=CC=C(C=C2)C3=CC=CC(=C3)C#N)CC(=O)NC4=CC(=CC(=C4)Cl)Cl,-1.544
Q99705,C1=CC=C2C(=C1)C=CC=C2CN3C(=O)C(=C(C=N3)Br)C4=CC(=CC=C4)F,-2.727
Q99705,C1OC2=C(O1)C=C(C=C2)NC(=O)NCCCOC3=CC=CC4=C3N=C(C=C4)N,-0.699
Q99705,CCCCC(C1=CN=C(C=C1)OC)NC(=O)CC2CCN(CC2)CC3=CN(C=C3)C4=CC=C(C=C4)C(F)(F)F,-0.699
Q99705,CC1=C(C=CC2=CC(=CN=C12)C(C)NCCO)NC(=O)C3=CC=C(C=C3)OCC4CC4,-0.58
Q99705,C1CC2=C(C=CC(=C2)NC(=O)C3=CC=C(C=C3)C4=CC=C(C=C4)Cl)C=C1CN5CCOCC5,-1.272
Q99705,C1CN(C2(CCN(CC2)CC3=COC=C3)C4=C1C=C(C=C4)C5=CC=CC(=C5)C#N)CC(=O)NC6=CC(=CC(=C6)Cl)Cl,-1.556
Q99705,CCN(CC)CCNC(=O)CCC1=C(N=C2C(=C1C)C(=NN2C3=CC=C(C=C3)C)C)C,-4.048
Q99705,CC1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Cl)OC3=CC(=C(C=C3)OC)OC,-3.914
Q99705,C1CN(CCC1O)CC2=CC=C(C=C2)OCCCC3=NN=C(C=C3)C4=CC=C(C=C4)Cl,-1.114
Q99705,C1CC(CC(C1)NC2=NC3=CC=CC=C3C(=C2)C(F)(F)F)NCC4=CSC=C4,-3.681
Q99705,C1CN(CCC1C2=NOC(=C2)C3=CC=C(C=C3)F)CC4=CN(C=C4)C5=CC=C(C=C5)C(F)(F)F,-1.663
Q99705,CCS(=O)(=O)CC(COC1=C(C=C(C=C1)N2C=NN3C=C(C=C3C2=O)C4=NC=C(C=N4)Cl)OC)O,-1.447
Q99705,CC1=C(C(N=C(N1CC2=CC=CC=C2)NCCOC)C3=CC(=CC=C3)C(F)(F)F)C(=O)OC,-4.167
Q99705,CC1=NC2=C(N1C3=CC=C(C=C3)N(C)C)C=CC(=C2)N4C=NC5=C(C4=O)SC(=C5)C6=CC=C(C=C6)Cl,-0.699
Q99705,CCN1CCN(CC1)C2=NC3=C(C=C2)C=C(C=C3)NC(=O)C=CC4=CC=C(C=C4)OC(F)(F)F,-2.273
Q99705,CN(C1CCN(C1)CC2=COC=C2)C(=O)N3CCC(C3)N4C=NC5=C(C4=O)SC(=C5)C6=CC=C(C=C6)Cl,-0.978
Q99705,CN1C2=C(C3CCC(C2)N3)C4=C1N=C(C=C4)N5C=CC(=CC5=O)OCC6=NC=C(C=C6)F,-1.58
Q99705,C1CCN(C1)CCN2C3=C(C=C(C=C3)N4C=CC5=C(C4=O)C=C(O5)C6=CC=CC=C6)C=N2,-0.987
Q99705,CCC(CO)(CO)NC(=O)N(CCC1CCN(CC1)CC2=CC=C(C=C2)C)CC3=CC=C(C=C3)C4=CC=CC(=C4)C#N,-2.886
Q99705,C1CC1CN2CCC(=C(C3=CC=C(C=C3)C4=C(C=CC(=C4)C#N)F)C5=NC6=C(N5)C=C(C(=C6)F)C(F)(F)F)CC2,-0.591
Q99705,CC(CNCC1CC1)OC2=CC=CC3=C2N=C(C=C3)N,-1.903
Q99705,CC(C)N(CCN(C1CCC2(CC2C1)C3=CC=CC(=C3)C#N)C(=O)NC4=CC(=CC=C4)F)C(C)C,-0.322
Q99705,CCC(C1=CC=C(C=C1)I)NC(=O)C2=CC=C(C=C2)CC3CCN(CC3)CC4=CC5=C(C=C4)OC(O5)(F)F,-2.9
Q99705,C1CC2(CC2CC1N(CCN3CCC(C3)O)C(=O)NC4=CC=CC(=C4)C#N)C5=CC=CC(=C5)C#N,-1.964
Q99705,CN1C2=C(CN3CCCC3C2)C4=C1N=C(C=C4)N5C=CC(=CC5=O)C6=CC=C(C=C6)C(F)(F)F,-1.23
Q99705,CN(C)CC1=CC=C(C=C1)C(=O)CN2C(=O)C=C(C=N2)OCC3=NC=C(C=C3)Cl,-1.398
Q99705,CC(C)N(C)C1=NC2=C(N1)C=C(C=C2)C3=NOC(=N3)COCC4=CC=C(C=C4)Cl,-0.845
Q99705,C1COCCN1CC2=CC3=C(S2)C=CC(=C3)N4C=NC5=C(C4=O)SC(=C5)C6=CC=C(C=C6)Cl,-1.58
Q99705,CC(=O)NC1=CC=CC(=C1)C2CCN(CC2)CCCC(=O)N3C(=C(C(=NC3=O)COC)C(=O)OC)C4=CC(=C(C=C4)F)F,0.244
Q99705,C1CN(CC1O)CC2CNC3=C(O2)C=CC(=C3)N4C=NC5=C(C4=O)SC(=C5)C6=CC=C(C=C6)Cl,-0.724
Q99705,CN1C2=C(CN3CCC2CC3)C4=C1N=C(C=C4)N5C=CC(=CC5=O)C6=CC=C(C=C6)C(F)(F)F,-1.176
Q99705,CC(C)N1C2=CC=CC=C2N=C1C(=O)C3=CC=C(C=C3)CN4CCC(CC4)C5=CC(=CC=C5)NC(=O)C,-2.129
Q99705,CN1CCN(CC1)CCCN(C2CCC3(C2C3)C4=CC(=C(C=C4)F)F)C(=O)NC5=CC(=C(C=C5)F)Cl,-0.643
Q99705,C1CCN(CC1)CC2=CC=C(C=C2)NC(=O)COC3=CC=C(C=C3)C4=CC=C(C=C4)Cl,-1.973
