GPCR,smiles,STANDARD_VALUE
P41144,CC1=CC=C(C=C1)C=CC(=O)NC2CCC3(C4CC5=C6C3(C2OC6=C(C=C5)O)CCN4CC7CC7)O,-1.107
P41144,CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCNC(=O)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)C(CC3=CC=C(C=C3)O)N,1.62
P41144,CCC(C)C1C(=O)NC(C(=O)N2CCCC2C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CCCN=C(N)N)NC(=O)C(CC3=CC=CC=C3)NC(=O)CNC(=O)CNC(=O)C(CC4=CC=CC=C4)N)C(=O)O)CCCN=C(N)N,-1.178
P41144,CC1C2CC3=C(C1(CCN2CC4CC4(C5=CC=CC=C5)C(=O)NC(CC(C)C)C(=O)NCCCCN=C(N)N)C)C=C(C=C3)O,-2.398
P41144,CC(C)CC1CNC(=O)C(=O)N1CC(CC2=CC=CC=C2)N(C)CCN(C)CCN3CC(N(C(=O)C3=O)C)CC4=CC=C(C=C4)O,-4.974
P41144,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)CC)C(=O)NC(CCCN=C(N)N)C(=O)N2CCCC2C(=O)NC(CCCCN)C(=O)N)NC(=O)CNC(=O)C(CC3=CC=C(C=C3)O)N,-1.602
P41144,CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)CNC(=O)C(CC4=CC=C(C=C4)O)N,-0.949
P41144,CN1CCC23CC4=C(CC2(C1CC5=C3C=C(C=C5)O)O)C=C6C=CC=C(C6=N4)N(C)C.Cl,-2.536
P41144,CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)NC(C)C,-1.892
P41144,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CCCC(=C)C,-1.322
P41144,C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)NC(CC3=CC=CC=C3)C(C(=O)NC(CC4=CC=CC=C4)C(=O)N)O,-3.433
P41144,CC1C2CC3=C(C1(CCN2CC4C=CC(=O)O4)C)C=C(C=C3)O,-1.869
P41144,COC1=CC=C(C=C1)CC2CN3C(CN=C3N2CCC4CC5CCC4C5)C6CCCCC6,-2.854
P41144,CCOCCN1CCC23CCCCC2C1CC4=C3C=CC(=C4)O,0.481
P41144,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,-3
P41144,CC1=C(C=C(C=C1)CC(=O)N2CCCCC2CN3CCCC3)C,-0.259
P41144,COC1=C2C3=C(CC4C5(C3(CCN4CC6CC6)C(O2)C7=C(C5)C8=CC=CC=C8N7)O)C=C1.C(=CC(=O)O)C(=O)O,-3.453
P41144,CC(=O)N1C(C2(CCC13C4CC5=C6C3(C2OC6=C(C=C5)O)CCN4CC7CC7)O)C(=O)NC8=CC=CC=C8.C1=CC=C(C=C1)C(=O)O,-0.431
P41144,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)OCC=C,-1.529
P41144,CC1=CC=CC2=CC3=C(CC45CCN(C(C4(C3)O)CC6=C5C=C(C=C6)O)C)N=C12,-2.23
P41144,C1CCC23CCN(C(C2C1)CC4=C3C=C(C=C4)O)CC5CC5,1.276
P41144,COC1=C(C2=C(CC3C4(C2(CCN3CC5CC5)CC6C(C4)C7=CC=CC=C7N6)O)C=C1)O,-3.5
