GPCR,smiles,STANDARD_VALUE
P35462,C1CCN(C1)CCOC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,-3
P35462,C1CN(CCN1CCCCNC(=O)C2=CC3=C(C=C2)C4=CC=CC=C43)C5=C(C(=CC=C5)Cl)Cl,0.046
P35462,CCCNC1CCC2=C(C1)SC(=N2)N,-1
P35462,COC1=CC=CC=C1N2CCN(CC2)CC(CCNC(=O)C3=CC4=C(C=CC=N4)C=C3)O,-1.576
P35462,COC1=CC=CC=C1NC2CCN(CC2)CCCCNC(=O)C=CC3=CC=CC=C3,-1.033
P35462,CCS(=O)(=O)C1=CC(=C(C=C1)OC)C2=CC=C(N2)CN3CCCC3C4=CC=CC=C4,0
P35462,CC(C1=CC=CC=C1)C(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,-3.949
P35462,CC(C)(C)C1=NC(=CC(=N1)N2CCN(CC2)CCCCNC(=O)C3=NC4=CC=CC=C4N3)C(F)(F)F,-0.929
P35462,C1CN(C(=O)N1CCN2CC3=CC=CC=C3C2)CC4=C(C=CC(=C4)Cl)Cl,-2.2
P35462,C1CN(CCN1CC(CCNC(=O)C2=CC3=CC=CC=C3O2)F)C4=C(C(=CC=C4)Cl)Cl,-1.462
P35462,CCOC1=CC=CC=C1N2CCN(CC2)CCCCC3=CC(=NO3)C4=CC=CC=C4,-0.954
P35462,CC(=O)NC1=C(C=C(C(=C1)OC)C(=O)NCC2CCN(C2)CC3=CC=CC=C3)Cl,-3.94
P35462,C1CN(CCC1N2CCN(CC2)C3=CC=CC=C3)S(=O)(=O)CC4=CC=CC=C4,-2.75
P35462,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,-0.041
P35462,COC1=CC=CC2=C1CCC(C2)N,-2.834
P35462,CCCN1CCOC(C1)C2=CC(=C(C=C2)F)O,-1.544
P35462,CN1CCCC2=CC=CC=C2CC3=C(CCC1)C=C(C=C3)OC,-3.13
P35462,C1CN(CC2=CC=CC=C21)CCCC(=O)C3=CC=C(C=C3)C(=O)N,-1.187
P35462,C1=CC=C2C(=C1)C(=O)N=C(N2)CCC(=O)NC3=CC(=C(C=C3)Cl)Cl,-4.55
P35462,CCCN(CCN1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC=C3)C4CCC5=C(C4)C=CC=C5O,-0.09
P35462,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C=CC3=CC(=C(C(=C3)I)OC)OC.C(=O)(C(=O)O)O,-1.173
P35462,CCCN1CCCC(C1)C2=CC=CC(=C2)C=O,-1.919
P35462,CCCN(CCN1CCN(CC1)C2=CC=C(C=C2)C3=CC=CC=C3)C4CCC5=C(C4)SC(=N5)N,1.071
P35462,CC1=C2C(=C(C=C1)C)SC3=C(N2CCCN(C)C)C=CC4=CC=CC=C43,-2.645
P35462,C1CN(CC2=CC=CC=C21)CCCC(=O)C3=CC=C(C=C3)F,-1.857
P35462,C1=CC=C(C=C1)CNCCOC2=C3C(=CC(=C2)Cl)NC(=S)N3,-1.086
P35462,C1CN(CCN1CC(=O)NC2=CC=C(C=C2)C(=O)N)C3=CC=CC=C3,-3.6
P35462,COC1=CC=CC2=C1N3CCN(CC3=C2)CCCCNC(=O)C4=NCC5=CC=CC=C5C4,-1.525
P35462,COC1=CC=CC=C1N2CCN(CC2)CCCCC3=CN(N=N3)C4=CC=C(C=C4)SC,-0.322
P35462,C1CN(CCC1N2CCN(CC2)C3=CC=CC=C3)C(=O)C4=CC=CC5=CC=CC=C54,-3.15
