GPCR,smiles,STANDARD_VALUE
P43140,CN1CC(NCC1C2=CNC3=C2C=CC(=C3)Br)C4=CNC5=C4C(=CC(=C5Br)Br)O,-2.14
P43140,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,-0.708
P43140,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,-1.352
P43140,COC1=CC=C(C=C1)C(CN)C2(CCCCC2)O,-2.954
P43140,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,-2.399
P43140,CN1C(=O)C2=CC=CC=C2C(=N1)CC3=CC=C(C=C3)Cl,-2.908
P43140,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,-2.439
P43140,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,-4.19
P43140,CC(C)N1CCN(C1=O)CCN(C)CCC2=CN(C3=C2C=CC(=C3)Cl)C4=CC=C(C=C4)F,-2.602
P43140,C1CCC2(C1)CC(=O)N(C(=O)C2)CCN3CCN(CC3)C4=C(C=CC(=C4)Cl)C#N,-2.702
P43140,C1=CC(=CC=C1C2C(C3=C(O2)C=CC(=C3)C=CC(=O)NCCCCN=C(N)N)C(=O)NCCCCN=C(N)N)O,-6.425
P43140,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,-0.892
P43140,C1CC(C2=C(C1)C(=C(C=C2)O)NC(=O)N)C3=NCCN3,-3.85
P43140,C1CC(C2=C(C1)C(=CC=C2)NS(=O)(=O)CC(F)(F)F)C3=CN=CN3,-2.272
P43140,CC(CC1CCCC1)NC,-4.237
P43140,CC1C(OC2=CC=CC=C2O1)CNC(C)CC3=CC(=C(C=C3)OC)S(=O)(=O)N,-1.48
P43140,CN(C)CC(C1=CC=C(C=C1)Br)C2(CCC2)O,-2.638
P43140,CC1=CC(=C(C=C1)Cl)N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O,-2.099
P43140,CN(C)CC(C1=CC(=C(C=C1)OC)Br)C2(CCCCC2)O,-2.279
