GPCR,smiles,STANDARD_VALUE
Q92847,CC(C)CC1C(=O)NC2(CCCC2)C(=O)NC(C(=O)NCCCC3=C(C=CC=N3)OCCN1)CC4=CC=CC=C4,-3
Q92847,COC1=CC=C(C=C1)CC2C(=O)NC3(CCCC3)C(=O)NC(C(=O)NCC=CC4=CC=CC=C4OCCN2)CC5=CC=CC=C5,-2
Q92847,CC1=NC2=C(C(=O)N1CC3CCCN(C3)C(C)C)N=C(C=C2)OC4=C(C=C(C=C4)Br)F,2
Q92847,CC1CN(CC(N1)C)C2=C(C=CC(=C2)NS(=O)(=O)C3=C(C=C(C=C3)Br)C)OC,-1.6
Q92847,CC1=NC2=NC=C(N=C2C(=O)N1CC3CCCN(C3)C(C)C)OC4=CC=C(C=C4)F,-0.491
Q92847,CCC(C)C1C(=O)N(C(C(=O)NC(C(=O)NCCCCCC2=CC=CC=C2CN1)CC3=CC=CC=C3)C)C,-1.74
Q92847,CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CC=CC5=CC=CC=C54)NC(=O)C(CCCCN)N,-1.824
Q92847,CC(C(=O)N(CC1CCCN1)C2=CC(=CC=C2)Cl)OC3=CC=CC=C3,-1.954
Q92847,CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C3=NN=C(N3C4=CC=CC=C4)CCC5=CNC6=CC=CC=C65)N,-1.957
Q92847,COC1=CC=C(C=C1)CN2C(=NN=C2C(C3=CNC4=CC=CC=C43)NC(=O)C5=CC=NC=C5)CCC6=CC=CC=C6,-2.342
Q92847,CC1CN(CC(N1)C)C2=CC(=C(C=C2)OC)NS(=O)(=O)C3=CC=C(C=C3)C4=CSC=C4,-0.7
Q92847,CC(C)(CC=CC(=O)N(C)C(CC1=CC2=CC=CC=C2C=C1)C(=O)N(C)C(CC3=CC=CC=C3)C(=O)NC)N,-0.477
Q92847,C1=CC=C(C=C1)COCC2=C(C(=NC(=N2)N)N)C3=CC=C(C=C3)NC(=O)C4=CSC=C4,-2.1
Q92847,CCC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)NCC3=CC=C(C=C3)S(=O)(=O)C)Cl,-0.881
Q92847,C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)NNC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CC6=CN=CN6)N,-2.907
Q92847,CC(=O)NC(CC1=CC=CC=C1)C2=NN=C(N2CC3=CC=C(C=C3)OC)C(CC4=CNC5=CC=CC=C54)NC(=O)CO,-0.398
Q92847,CC(C)(C(=O)NC(CCCC1=CC=CC=C1)C(=O)N2CCN(CC2)C3=CC=CC=C3NS(=O)(=O)C)[NH3+],-0.799
Q92847,COC1=CC=C(C=C1)CN2C(=NN=C2C(CC3=CNC4=CC=CC=C43)NC(=O)CN)CCC5C=NC6=CC=CC=C56,-2.14
Q92847,CCCCC1C(=O)NCCCC2=CC=CC=C2OCCNC(C(=O)N(CC(=O)N1)C)CCC,-2
Q92847,CCN(CC)CCN1C2=CC(=CC(=C2C(C1=O)(C3=CC=CC=C3)O)C(F)(F)F)C(=O)N,-2.064
